73557	sensitive
40058	sensitive
18236	sensitive
66352	sensitive
n34933	sensitive
85005	sensitive
42040	sensitive
28059	sensitive
28893	sensitive
n34926	sensitive
63630	sensitive
78407	sensitive
50848	sensitive
72278	sensitive
6012	sensitive
46433	sensitive
82869	sensitive
18440	sensitive
11349	sensitive
34840	sensitive
6179	sensitive
52898	sensitive
35674	sensitive
44004	sensitive
43291	sensitive
n34898	sensitive
23371	sensitive
18088	sensitive
34822	sensitive
56979	sensitive
36203	sensitive
13161	sensitive
42350	sensitive
12394	sensitive
n34882	sensitive
31822	sensitive
39102	sensitive
13	sensitive
83350	sensitive
41390	sensitive
81975	sensitive
46743	sensitive
n34868	sensitive
70069	sensitive
32948	sensitive
75102	sensitive
134	sensitive
16782	sensitive
60809	sensitive
85763	sensitive
31277	sensitive
59261	sensitive
12357	sensitive
83214	sensitive
n34846	sensitive
45685	sensitive
5389	sensitive
69228	sensitive
n34840	sensitive
61476	sensitive
70182	sensitive
1628	sensitive
74178	sensitive
n34832	sensitive
15587	sensitive
41877	sensitive
16584	sensitive
46289	sensitive
72543	sensitive
n34822	sensitive
49176	sensitive
29388	sensitive
n34816	sensitive
23201	sensitive
n34818	sensitive
9906	sensitive
70916	sensitive
5580	sensitive
86615	sensitive
55556	sensitive
51488	sensitive
n34806	sensitive
30613	sensitive
55276	sensitive
18909	sensitive
47640	sensitive
n34797	sensitive
15138	sensitive
27748	sensitive
30558	sensitive
33747	sensitive
n34790	sensitive
35374	sensitive
76277	sensitive
29017	sensitive
40415	sensitive
33691	sensitive
67186	sensitive
45584	sensitive
n34778	sensitive
34850	sensitive
3507	sensitive
47605	sensitive
n34751	sensitive
n34752	sensitive
8843	sensitive
n34753	sensitive
63381	sensitive
53362	sensitive
n34755	sensitive
n34760	sensitive
n34763	sensitive
32508	sensitive
n34757	sensitive
15256	sensitive
8308	sensitive
n34764	sensitive
18244	sensitive
80411	sensitive
66553	sensitive
30440	sensitive
n34765	sensitive
85256	sensitive
6032	sensitive
n34767	sensitive
43487	sensitive
28319	sensitive
45654	sensitive
n34745	sensitive
16053	sensitive
14616	sensitive
57354	sensitive
n34739	sensitive
68499	sensitive
65526	sensitive
56224	sensitive
n34735	sensitive
85891	sensitive
35895	sensitive
18266	sensitive
52493	sensitive
57357	sensitive
72569	sensitive
84923	sensitive
86523	sensitive
65637	sensitive
80916	sensitive
n34711	sensitive
42578	sensitive
2827	sensitive
480	sensitive
82241	sensitive
n34704	sensitive
52419	sensitive
28890	sensitive
62391	sensitive
35118	sensitive
73691	sensitive
66648	sensitive
7953	sensitive
n34690	sensitive
4577	sensitive
81511	sensitive
15507	sensitive
22054	sensitive
40261	sensitive
57685	sensitive
46517	sensitive
n34678	sensitive
58439	sensitive
14521	sensitive
72373	sensitive
53993	sensitive
68668	sensitive
n34666	sensitive
4654	sensitive
85295	sensitive
n34663	sensitive
72353	sensitive
82871	sensitive
60231	sensitive
63516	sensitive
59498	sensitive
8750	sensitive
51563	sensitive
12365	sensitive
n34649	sensitive
3791	sensitive
1500	sensitive
31847	sensitive
n34644	sensitive
13072	sensitive
34451	sensitive
80153	sensitive
79922	sensitive
n34637	sensitive
22276	sensitive
21514	sensitive
56610	sensitive
53179	sensitive
69754	sensitive
23573	sensitive
1898	sensitive
n34624	sensitive
16867	sensitive
22882	sensitive
52770	sensitive
n34619	sensitive
29365	sensitive
62420	sensitive
8739	sensitive
n34613	sensitive
63235	sensitive
2130	sensitive
26578	sensitive
76394	sensitive
55981	sensitive
17736	RT_H221Y
56703	sensitive
4495	sensitive
n34599	sensitive
83995	sensitive
82051	sensitive
n34596	sensitive
80648	sensitive
58587	sensitive
43964	sensitive
22435	sensitive
47692	sensitive
39485	sensitive
49322	sensitive
n34582	sensitive
83270	sensitive
55301	sensitive
48147	sensitive
75159	sensitive
3763	sensitive
53153	sensitive
32225	sensitive
61669	sensitive
74925	sensitive
68980	sensitive
n34566	sensitive
37376	sensitive
15669	sensitive
n34562	sensitive
2407	sensitive
45123	sensitive
39486	sensitive
44114	sensitive
n34551	sensitive
10071	sensitive
47969	sensitive
11677	sensitive
n34542	sensitive
33249	sensitive
n34544	sensitive
n34545	sensitive
50260	sensitive
59363	sensitive
25502	sensitive
66271	sensitive
76520	sensitive
39040	sensitive
85537	sensitive
60527	sensitive
73274	sensitive
69681	sensitive
15039	sensitive
86633	sensitive
3286	sensitive
42073	sensitive
86979	sensitive
693	sensitive
n34516	sensitive
30816	sensitive
78333	sensitive
48280	sensitive
87162	sensitive
31819	sensitive
82709	sensitive
48987	sensitive
n34496	sensitive
n34497	sensitive
31367	sensitive
n34498	sensitive
77935	sensitive
58605	sensitive
9760	sensitive
23142	sensitive
58040	sensitive
2181	sensitive
15161	sensitive
74133	sensitive
58368	sensitive
41349	sensitive
86022	sensitive
n34477	sensitive
5983	sensitive
65478	sensitive
46449	sensitive
65709	sensitive
50985	sensitive
80313	sensitive
33740	sensitive
n34463	sensitive
59191	sensitive
23172	sensitive
45851	sensitive
75266	sensitive
86068	sensitive
9431	sensitive
46749	sensitive
83624	sensitive
n34448	sensitive
66294	sensitive
75167	sensitive
54941	sensitive
78855	sensitive
n34442	sensitive
72292	sensitive
63471	sensitive
18897	sensitive
n34436	sensitive
86583	sensitive
82169	sensitive
58480	sensitive
66042	sensitive
n34429	sensitive
80489	sensitive
36856	sensitive
22227	sensitive
58165	sensitive
42862	sensitive
10147	sensitive
n34415	sensitive
49705	sensitive
19097	sensitive
39993	sensitive
31287	sensitive
n34408	sensitive
34563	sensitive
87834	sensitive
n34405	sensitive
39188	sensitive
7806	sensitive
31195	sensitive
n34399	sensitive
26585	sensitive
78570	sensitive
n34396	sensitive
40037	sensitive
23773	sensitive
20889	sensitive
36265	sensitive
25962	sensitive
n34384	sensitive
45480	sensitive
n34386	sensitive
4310	sensitive
87539	sensitive
73507	sensitive
n34379	sensitive
9783	sensitive
66057	sensitive
8540	sensitive
29108	sensitive
25305	sensitive
58575	sensitive
69157	sensitive
78742	sensitive
8879	sensitive
20251	sensitive
79681	sensitive
n34358	sensitive
66411	sensitive
64970	sensitive
17755	sensitive
20288	sensitive
64238	sensitive
7577	sensitive
n34348	sensitive
18413	sensitive
79848	sensitive
76992	sensitive
64862	sensitive
55552	sensitive
47851	sensitive
n34332	sensitive
n34333	sensitive
5962	sensitive
32502	sensitive
n34335	sensitive
51848	sensitive
70067	sensitive
n34327	sensitive
39310	sensitive
n34329	sensitive
29379	sensitive
7347	sensitive
60031	sensitive
53325	sensitive
n34311	sensitive
n34312	sensitive
n34319	sensitive
62429	sensitive
n34314	sensitive
26864	sensitive
919	sensitive
n34315	sensitive
4953	sensitive
65134	sensitive
34744	sensitive
n34304	sensitive
n34305	sensitive
76043	sensitive
n34306	sensitive
35288	sensitive
2282	sensitive
13261	sensitive
87197	sensitive
72145	sensitive
29404	sensitive
17002	sensitive
60799	sensitive
81267	sensitive
19805	sensitive
59028	sensitive
35515	sensitive
n34281	sensitive
46145	sensitive
n34283	sensitive
7270	sensitive
64148	sensitive
76876	sensitive
18327	sensitive
40884	sensitive
39554	sensitive
43736	sensitive
n34265	sensitive
23952	sensitive
n34267	sensitive
31622	sensitive
753	sensitive
83594	sensitive
87411	sensitive
13708	sensitive
37514	sensitive
n34255	sensitive
18109	sensitive
44254	sensitive
4309	sensitive
10830	sensitive
5147	sensitive
57498	sensitive
39936	sensitive
n34239	sensitive
64750	sensitive
73224	sensitive
63542	sensitive
21642	sensitive
8761	sensitive
9322	sensitive
41184	sensitive
n34217	sensitive
n34218	sensitive
n34224	sensitive
48842	sensitive
n34220	sensitive
56238	sensitive
n34226	sensitive
2237	sensitive
46993	sensitive
4282	sensitive
68523	sensitive
78801	sensitive
64604	sensitive
23742	sensitive
30013	sensitive
87577	sensitive
2314	sensitive
49390	sensitive
16813	sensitive
27478	sensitive
n34200	sensitive
87782	sensitive
38027	sensitive
64210	sensitive
84760	sensitive
41417	sensitive
40160	sensitive
83877	sensitive
40274	sensitive
n34185	sensitive
52478	sensitive
17781	sensitive
28213	sensitive
n34179	sensitive
29966	sensitive
54313	sensitive
n34175	sensitive
60404	sensitive
36960	sensitive
53699	sensitive
6527	sensitive
n34163	sensitive
n34164	sensitive
64847	sensitive
50248	sensitive
10136	sensitive
n34157	sensitive
18775	sensitive
35618	sensitive
45708	sensitive
54893	sensitive
4285	sensitive
10283	sensitive
31145	sensitive
77472	sensitive
n34142	sensitive
55422	sensitive
69409	sensitive
85832	sensitive
69731	sensitive
5885	sensitive
34995	sensitive
17243	sensitive
13011	sensitive
n34125	sensitive
25979	sensitive
84170	sensitive
n34121	sensitive
41039	sensitive
42046	sensitive
17519	sensitive
55785	sensitive
n34115	sensitive
47747	sensitive
22209	sensitive
n34112	sensitive
38114	sensitive
17024	sensitive
9496	sensitive
10085	sensitive
36403	sensitive
78515	RT_H221Y
71469	sensitive
36012	sensitive
27741	sensitive
87255	sensitive
59587	sensitive
53791	sensitive
n34091	sensitive
32833	sensitive
66378	sensitive
9710	sensitive
84774	sensitive
46372	sensitive
31009	sensitive
61369	sensitive
n34073	sensitive
38051	sensitive
n34075	sensitive
33534	sensitive
87949	sensitive
40024	sensitive
35496	sensitive
n34067	sensitive
65827	sensitive
32525	sensitive
31875	sensitive
8225	sensitive
n34055	sensitive
35447	sensitive
n34057	sensitive
7059	sensitive
18406	sensitive
79690	sensitive
3009	sensitive
34557	sensitive
393	sensitive
37901	sensitive
72090	sensitive
n34027	sensitive
n34028	sensitive
n34031	sensitive
74920	sensitive
4497	sensitive
85298	sensitive
n34033	sensitive
n34034	sensitive
n34037	sensitive
49328	sensitive
14849	sensitive
59521	sensitive
n34039	sensitive
50674	sensitive
75708	sensitive
56022	sensitive
28314	sensitive
47528	sensitive
6645	sensitive
n34018	sensitive
60465	sensitive
67759	sensitive
80644	sensitive
24768	sensitive
1173	sensitive
n34010	sensitive
29067	sensitive
33925	sensitive
80092	sensitive
8596	sensitive
n34003	sensitive
37360	sensitive
23318	sensitive
79136	sensitive
n33994	sensitive
63626	sensitive
62856	sensitive
65188	sensitive
n33989	sensitive
903	sensitive
85313	sensitive
59516	sensitive
n33982	sensitive
33705	sensitive
12186	sensitive
62527	sensitive
n33972	sensitive
10832	sensitive
n33974	sensitive
31665	sensitive
n33976	sensitive
n33977	sensitive
6723	sensitive
6833	sensitive
9909	sensitive
n33965	sensitive
62166	sensitive
73467	sensitive
55459	sensitive
30396	sensitive
66132	sensitive
n33958	sensitive
50672	sensitive
86096	sensitive
76645	sensitive
80706	sensitive
n33950	sensitive
14236	sensitive
79305	sensitive
69670	sensitive
6112	sensitive
77078	sensitive
30777	sensitive
n33938	sensitive
54083	sensitive
29867	sensitive
82113	sensitive
37337	sensitive
71753	sensitive
42427	sensitive
82359	sensitive
86840	sensitive
42912	sensitive
69052	sensitive
58659	sensitive
52693	sensitive
n33918	sensitive
61982	sensitive
45879	sensitive
43778	sensitive
53448	sensitive
8974	sensitive
30631	sensitive
86315	sensitive
29134	sensitive
n33856	sensitive
n33857	sensitive
n33901	sensitive
n33858	sensitive
n33890	sensitive
45755	sensitive
4887	sensitive
12540	sensitive
n33860	sensitive
n33874	sensitive
n33891	sensitive
n33894	sensitive
7668	sensitive
n33862	sensitive
n33875	sensitive
51005	sensitive
n33887	sensitive
4761	sensitive
51972	sensitive
54507	sensitive
n33896	sensitive
n33863	sensitive
62722	sensitive
n33876	sensitive
44465	sensitive
48215	sensitive
37612	sensitive
55161	sensitive
n33898	sensitive
n33864	sensitive
71181	sensitive
61990	sensitive
3153	sensitive
n33879	sensitive
21749	sensitive
83605	sensitive
84790	sensitive
21634	sensitive
n33866	sensitive
n33880	sensitive
66453	sensitive
23106	sensitive
12560	sensitive
n33869	sensitive
65032	sensitive
67145	sensitive
51961	sensitive
28005	sensitive
42701	sensitive
10974	sensitive
71570	sensitive
65376	sensitive
75397	sensitive
49329	sensitive
n33839	sensitive
56155	sensitive
n33841	sensitive
30647	sensitive
29990	sensitive
66695	sensitive
n33830	sensitive
72735	sensitive
n33832	sensitive
61582	sensitive
9028	sensitive
n33825	sensitive
29952	sensitive
n33827	sensitive
15947	sensitive
55317	sensitive
29231	sensitive
41955	sensitive
n33817	sensitive
44692	sensitive
26441	sensitive
52776	sensitive
84371	sensitive
39718	sensitive
80217	sensitive
n33806	sensitive
n33807	sensitive
4604	sensitive
67065	sensitive
39087	sensitive
4931	sensitive
81988	sensitive
19205	sensitive
1967	sensitive
50116	sensitive
81414	sensitive
n33789	sensitive
27389	sensitive
42268	sensitive
1634	sensitive
40174	sensitive
48879	sensitive
81800	sensitive
26086	sensitive
55264	sensitive
82248	sensitive
8553	sensitive
80012	sensitive
50174	sensitive
72000	sensitive
22714	sensitive
8621	sensitive
66164	sensitive
n33757	sensitive
67002	sensitive
n33759	sensitive
46317	sensitive
53491	sensitive
74709	sensitive
51256	sensitive
86503	sensitive
13730	sensitive
45205	sensitive
56630	sensitive
50283	sensitive
43200	sensitive
19575	sensitive
14358	sensitive
40516	sensitive
53739	sensitive
84544	sensitive
83108	sensitive
n33716	sensitive
n33717	sensitive
49180	sensitive
n33718	sensitive
n33727	sensitive
51472	sensitive
n33720	sensitive
40556	sensitive
21062	sensitive
n33721	sensitive
n33724	sensitive
44490	sensitive
76210	sensitive
51228	sensitive
85060	sensitive
52152	sensitive
38122	sensitive
72622	sensitive
36479	sensitive
45233	sensitive
26406	sensitive
56217	sensitive
19257	sensitive
23387	sensitive
n33693	sensitive
34545	sensitive
n33695	sensitive
n33696	sensitive
n33699	sensitive
40816	sensitive
61005	sensitive
13757	sensitive
43415	sensitive
73528	sensitive
10775	sensitive
n33685	sensitive
44660	sensitive
33537	sensitive
5385	sensitive
63466	sensitive
61269	sensitive
28710	sensitive
47936	sensitive
62102	sensitive
79652	sensitive
49607	sensitive
n33668	sensitive
428	sensitive
28826	sensitive
13057	sensitive
70312	sensitive
79442	sensitive
16585	sensitive
1374	sensitive
n33653	sensitive
n33654	sensitive
29882	sensitive
9351	sensitive
4160	sensitive
48238	sensitive
n33647	sensitive
67994	sensitive
n33649	sensitive
21291	sensitive
21445	sensitive
16710	sensitive
17073	sensitive
34551	sensitive
18323	sensitive
18073	sensitive
26812	sensitive
79423	sensitive
45982	sensitive
83826	sensitive
34796	sensitive
81062	sensitive
n33621	sensitive
83	sensitive
44331	sensitive
59535	sensitive
48721	sensitive
20752	sensitive
n33609	sensitive
608	sensitive
54947	sensitive
66869	sensitive
37561	sensitive
12270	sensitive
68994	sensitive
85889	sensitive
38909	sensitive
29639	sensitive
14138	sensitive
55420	sensitive
n33587	sensitive
14217	sensitive
77143	sensitive
n33580	sensitive
n33581	sensitive
n33584	sensitive
86536	sensitive
52308	sensitive
70907	sensitive
61946	sensitive
72473	sensitive
18338	sensitive
n33572	sensitive
82903	sensitive
n33574	sensitive
26299	sensitive
30174	sensitive
65064	sensitive
n33566	sensitive
60000	sensitive
80442	sensitive
43355	sensitive
22328	sensitive
71265	sensitive
57231	sensitive
n33554	sensitive
48642	sensitive
81280	sensitive
666	sensitive
3075	sensitive
29796	sensitive
1340	sensitive
77711	sensitive
58347	sensitive
30989	sensitive
n33540	sensitive
34140	sensitive
30801	sensitive
n33537	sensitive
30820	sensitive
42080	sensitive
n33529	sensitive
16168	sensitive
81908	sensitive
63339	sensitive
31411	sensitive
68554	sensitive
59614	sensitive
n33518	sensitive
25151	sensitive
22548	sensitive
32827	sensitive
37340	sensitive
29620	sensitive
69012	sensitive
n33505	sensitive
60158	sensitive
n33507	sensitive
80783	sensitive
82885	sensitive
86561	sensitive
11222	sensitive
n33500	sensitive
42159	sensitive
76239	sensitive
20641	sensitive
22539	sensitive
21663	RT_H221Y
n33488	sensitive
27005	sensitive
13784	sensitive
65135	sensitive
48184	sensitive
1180	sensitive
33434	sensitive
72018	sensitive
n33475	sensitive
21509	sensitive
27086	sensitive
15912	sensitive
46861	sensitive
n33463	sensitive
13825	sensitive
63591	sensitive
13220	sensitive
77957	sensitive
86930	sensitive
65698	sensitive
n33453	sensitive
30172	sensitive
3404	sensitive
n33450	sensitive
54103	sensitive
6403	sensitive
49021	sensitive
22746	sensitive
n33436	sensitive
15962	sensitive
n33438	sensitive
52691	sensitive
n33440	sensitive
78827	sensitive
15399	sensitive
59619	sensitive
26854	sensitive
n33429	sensitive
12074	sensitive
46787	sensitive
29993	sensitive
27651	sensitive
59740	sensitive
40654	sensitive
70369	sensitive
54420	sensitive
n33415	sensitive
79211	sensitive
70959	sensitive
83140	sensitive
8485	sensitive
n33407	sensitive
13254	sensitive
35775	sensitive
n33403	sensitive
60597	sensitive
52569	sensitive
30112	sensitive
7849	sensitive
82275	sensitive
27542	sensitive
62248	sensitive
54487	sensitive
13686	sensitive
n33383	sensitive
21567	sensitive
n33385	sensitive
35417	sensitive
34098	sensitive
n33380	sensitive
25721	sensitive
15087	sensitive
n33376	sensitive
53848	sensitive
33368	sensitive
836	sensitive
53210	sensitive
16922	sensitive
51191	sensitive
6395	sensitive
65483	sensitive
45431	sensitive
54787	sensitive
66704	sensitive
45069	sensitive
16236	sensitive
n33351	sensitive
32898	sensitive
11102	sensitive
59208	sensitive
78789	sensitive
52073	sensitive
76472	sensitive
81273	sensitive
74670	sensitive
13195	sensitive
4004	sensitive
13940	sensitive
6146	sensitive
19399	sensitive
52210	sensitive
7247	sensitive
24580	sensitive
20224	sensitive
n33318	sensitive
61098	sensitive
1210	sensitive
81121	sensitive
4615	sensitive
13608	sensitive
n33309	sensitive
62701	sensitive
59885	sensitive
57438	sensitive
35801	sensitive
28520	sensitive
21785	sensitive
51717	sensitive
25650	sensitive
83280	sensitive
49507	sensitive
n33292	sensitive
25090	sensitive
81020	sensitive
2385	sensitive
47002	sensitive
70343	sensitive
n33280	sensitive
68992	sensitive
75125	sensitive
39344	sensitive
37629	sensitive
55113	sensitive
n33272	sensitive
57375	sensitive
44857	sensitive
48290	sensitive
34477	sensitive
66254	sensitive
1089	sensitive
28475	sensitive
13245	sensitive
45551	sensitive
23213	sensitive
40963	sensitive
7864	sensitive
n33245	sensitive
78111	sensitive
n33247	sensitive
41402	sensitive
514	RT_H221Y
1066	sensitive
50773	sensitive
1937	sensitive
n33233	sensitive
n33234	sensitive
2988	sensitive
48444	sensitive
43710	sensitive
66494	sensitive
51356	sensitive
n33225	sensitive
33763	sensitive
10144	sensitive
73668	sensitive
27697	sensitive
83146	sensitive
81102	sensitive
31645	sensitive
16219	sensitive
4704	sensitive
n33208	sensitive
7626	sensitive
32206	sensitive
65487	sensitive
50798	sensitive
8727	sensitive
44663	sensitive
35863	sensitive
18212	sensitive
n33195	sensitive
4416	sensitive
6408	sensitive
1700	sensitive
n33190	sensitive
30311	sensitive
210	sensitive
n33184	sensitive
45442	sensitive
52076	sensitive
83004	sensitive
37524	sensitive
27673	sensitive
56360	sensitive
80388	sensitive
75445	sensitive
64987	sensitive
86618	sensitive
25792	sensitive
63437	sensitive
30929	sensitive
18970	sensitive
30924	sensitive
44424	sensitive
15991	sensitive
42063	sensitive
27458	sensitive
22960	sensitive
63786	sensitive
84723	sensitive
33616	sensitive
n33143	sensitive
71270	sensitive
n33145	sensitive
22844	sensitive
66927	sensitive
83123	sensitive
59342	sensitive
n33131	sensitive
n33132	sensitive
2285	sensitive
34818	sensitive
47215	sensitive
50069	sensitive
44376	sensitive
11289	sensitive
63594	sensitive
1733	sensitive
n33119	sensitive
n33120	sensitive
33881	sensitive
14210	sensitive
44968	sensitive
18675	sensitive
7360	sensitive
n33113	sensitive
9552	sensitive
2011	sensitive
19073	RT_H221Y
77974	sensitive
30729	sensitive
n33102	sensitive
n33103	sensitive
20123	sensitive
24477	sensitive
64529	sensitive
9659	sensitive
n33092	sensitive
n33093	sensitive
28056	sensitive
42990	sensitive
85237	sensitive
n33089	sensitive
4218	sensitive
37983	sensitive
63162	sensitive
32514	sensitive
10469	sensitive
10116	sensitive
51203	sensitive
n33075	sensitive
45980	sensitive
75621	sensitive
20244	sensitive
71639	sensitive
n33066	sensitive
n33067	sensitive
28709	sensitive
72039	sensitive
34391	sensitive
33025	sensitive
65398	sensitive
n33059	sensitive
65053	sensitive
28055	sensitive
85033	sensitive
53079	sensitive
75796	sensitive
n33046	sensitive
14885	sensitive
n33048	sensitive
67590	sensitive
30270	sensitive
53011	sensitive
33346	sensitive
85330	sensitive
25161	sensitive
2448	sensitive
38754	sensitive
61281	RT_H221Y
44594	sensitive
16419	sensitive
43633	sensitive
n33028	sensitive
9050	sensitive
38834	sensitive
19861	sensitive
12033	sensitive
n33019	sensitive
57296	sensitive
n33021	sensitive
914	sensitive
67854	sensitive
70032	sensitive
76111	sensitive
45306	sensitive
42289	sensitive
6496	sensitive
20637	sensitive
81251	sensitive
47339	sensitive
39327	sensitive
84688	sensitive
21249	sensitive
63498	sensitive
32726	sensitive
85681	RT_H221Y
18968	sensitive
18306	sensitive
44185	sensitive
72233	sensitive
n32980	sensitive
60658	sensitive
31939	sensitive
15404	sensitive
369	sensitive
35879	sensitive
87662	sensitive
81098	sensitive
57559	sensitive
10704	sensitive
n32959	sensitive
50346	sensitive
n32961	sensitive
6630	sensitive
67567	sensitive
73980	sensitive
5765	sensitive
32870	sensitive
16869	sensitive
22805	sensitive
56377	sensitive
n32943	sensitive
3867	sensitive
5316	sensitive
n32939	sensitive
16605	sensitive
151	sensitive
n32935	sensitive
10074	sensitive
3561	sensitive
72780	sensitive
38797	sensitive
84733	sensitive
68854	sensitive
n32928	sensitive
37304	sensitive
59778	sensitive
80029	sensitive
36461	sensitive
n32920	sensitive
8431	sensitive
30230	sensitive
73876	sensitive
29051	sensitive
38842	sensitive
n32912	sensitive
31975	sensitive
83252	sensitive
n32909	sensitive
42078	sensitive
37168	sensitive
44750	sensitive
n32902	sensitive
9233	sensitive
67512	sensitive
38171	sensitive
2917	sensitive
53647	sensitive
16243	sensitive
4639	sensitive
41683	sensitive
58893	sensitive
n32885	sensitive
55994	sensitive
25731	sensitive
5723	sensitive
39771	sensitive
58107	sensitive
n32871	sensitive
20070	sensitive
67143	sensitive
31077	sensitive
n32867	sensitive
82711	sensitive
